CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn,AverageMonthlyCharges,CustomerLifetimeValue
3694,60,Female,Month-to-month,93.59,2638.17,Yes,Fiber optic,28,Yes,Credit card,Yes,90.97,3017.06
3695,58,Male,One year,89.2,1720.09,No,No,21,No,Electronic check,No,78.19,2075.37
3696,40,Female,Two year,120.64,5587.18,Yes,Fiber optic,46,Yes,Electronic check,No,118.88,7790.96
3697,36,Female,Month-to-month,80.99,2221.17,No,Fiber optic,27,Yes,Credit card,No,79.33,3216.23
3698,49,Female,Two year,85.62,3889.55,Yes,Fiber optic,44,No,Electronic check,No,86.43,4390.01
3699,58,Female,One year,112.0,1313.07,No,DSL,12,No,Electronic check,No,101.01,1918.32
3700,41,Male,One year,51.17,973.43,No,Fiber optic,19,Yes,Credit card,No,48.67,1094.77
3701,60,Female,Month-to-month,25.35,772.34,Yes,Fiber optic,33,Yes,Bank transfer,No,22.72,1045.38
3702,66,Male,Month-to-month,76.0,3631.93,No,Fiber optic,47,Yes,Bank transfer,Yes,75.67,4027.19
3703,31,Female,Two year,27.32,1533.59,Yes,DSL,59,Yes,Bank transfer,No,25.56,2256.38
3704,32,Male,Month-to-month,143.62,10107.59,No,Fiber optic,71,Yes,Electronic check,Yes,140.38,12548.33
3705,42,Female,Month-to-month,113.66,4426.15,No,Fiber optic,39,Yes,Mailed check,No,110.65,6017.45
3706,49,Male,Month-to-month,134.92,3924.99,No,Fiber optic,30,Yes,Bank transfer,Yes,126.61,4607.35
3707,37,Male,Month-to-month,71.87,4760.11,No,No,64,Yes,Electronic check,Yes,73.23,5847.81
3708,65,Female,One year,86.52,1577.0,No,DSL,16,No,Bank transfer,Yes,92.76,2206.1
3709,51,Female,One year,56.22,854.09,No,Fiber optic,16,Yes,Electronic check,No,50.24,1271.91
3710,45,Female,Month-to-month,96.49,6326.02,No,Fiber optic,67,Yes,Electronic check,Yes,93.03,9468.92
3711,23,Male,Month-to-month,33.53,771.4,Yes,DSL,22,Yes,Electronic check,Yes,33.54,1098.38
3712,25,Male,Month-to-month,20.0,1151.79,Yes,DSL,60,Yes,Mailed check,No,18.88,1657.28
3713,49,Female,Month-to-month,46.28,1320.71,No,Fiber optic,26,Yes,Credit card,No,48.92,1964.91
3714,18,Female,Month-to-month,26.34,316.32,No,No,15,Yes,Mailed check,Yes,19.77,353.06
3715,60,Female,Two year,114.34,6114.35,Yes,Fiber optic,53,Yes,Electronic check,No,113.23,7141.93
3716,42,Male,One year,124.47,1629.51,No,Fiber optic,13,Yes,Electronic check,No,116.39,1826.8
3717,80,Female,Month-to-month,27.91,1942.05,Yes,DSL,72,Yes,Mailed check,No,26.6,2525.56
3718,79,Male,Two year,108.75,7745.36,Yes,No,71,Yes,Electronic check,No,107.57,11489.43
3719,42,Female,Month-to-month,98.54,5803.26,Yes,Fiber optic,58,Yes,Electronic check,No,98.36,7735.6
3720,43,Male,One year,22.91,421.01,Yes,Fiber optic,18,Yes,Bank transfer,No,22.16,556.64
3721,59,Male,Month-to-month,58.29,1991.66,No,No,34,Yes,Bank transfer,Yes,56.9,2849.41
3722,70,Female,One year,52.6,754.24,No,DSL,16,No,Credit card,Yes,44.37,1109.93
3723,20,Female,Month-to-month,92.44,4274.21,Yes,Fiber optic,45,Yes,Credit card,Yes,92.92,5895.95
3724,18,Male,Month-to-month,33.14,1926.97,No,DSL,55,Yes,Electronic check,Yes,34.41,2809.81
3725,35,Male,Month-to-month,67.03,1500.72,No,DSL,23,Yes,Bank transfer,No,62.53,1755.97
3726,53,Male,Month-to-month,49.42,432.37,No,Fiber optic,9,Yes,Mailed check,No,43.24,562.67
3727,52,Female,Month-to-month,84.2,3256.83,No,DSL,37,Yes,Electronic check,No,85.71,4057.5
3728,61,Male,Month-to-month,63.5,4267.88,No,Fiber optic,69,Yes,Mailed check,Yes,60.97,5262.34
3729,27,Male,Month-to-month,53.94,2595.73,Yes,DSL,47,Yes,Electronic check,No,54.08,3077.76
3730,18,Female,One year,63.6,1152.56,Yes,Fiber optic,19,No,Electronic check,No,57.63,1679.97
3731,57,Female,Month-to-month,131.08,6600.79,No,DSL,49,Yes,Electronic check,No,132.02,8449.99
3732,32,Female,One year,57.49,926.23,Yes,Fiber optic,16,No,Credit card,No,54.48,1215.31
3733,18,Female,Month-to-month,38.77,1948.22,No,DSL,47,Yes,Credit card,No,40.59,2358.37
3734,47,Female,Two year,87.5,3774.0,Yes,No,44,Yes,Mailed check,No,83.87,5604.92
3735,56,Female,Two year,65.69,2897.08,Yes,Fiber optic,46,Yes,Electronic check,No,61.64,3895.08
3736,43,Female,Month-to-month,27.54,252.0,Yes,Fiber optic,10,Yes,Electronic check,Yes,22.91,277.27
3737,38,Female,One year,136.94,2765.17,No,No,20,No,Mailed check,No,131.67,3337.99
3738,42,Male,Month-to-month,59.43,1493.99,No,DSL,26,Yes,Bank transfer,No,55.33,2240.6
3739,39,Female,Two year,58.66,2657.04,Yes,DSL,44,Yes,Bank transfer,No,59.05,3958.75
3740,24,Male,Month-to-month,74.8,4391.91,No,DSL,59,Yes,Electronic check,No,73.2,5787.87
3741,34,Male,Month-to-month,121.9,5765.13,No,Fiber optic,49,Yes,Mailed check,No,115.3,7642.52
3742,52,Male,Month-to-month,20.0,1375.28,No,No,66,Yes,Credit card,No,20.53,2008.78
3743,49,Male,Month-to-month,78.28,5234.76,No,DSL,68,Yes,Electronic check,No,75.87,7241.9
3744,47,Female,Month-to-month,132.62,7125.22,No,No,54,Yes,Mailed check,Yes,129.55,10494.64
3745,30,Female,One year,73.86,1337.1,No,Fiber optic,16,Yes,Electronic check,No,78.65,1727.07
3746,42,Female,Month-to-month,32.94,539.62,Yes,DSL,11,Yes,Electronic check,Yes,44.97,804.23
3747,18,Female,Month-to-month,51.45,1280.1,Yes,No,26,Yes,Credit card,No,47.41,1684.38
3748,47,Male,Month-to-month,76.21,2496.39,No,No,32,Yes,Bank transfer,No,75.65,3389.93
3749,66,Male,Month-to-month,109.92,5880.67,No,No,54,Yes,Mailed check,Yes,106.92,6662.96
3750,22,Female,Month-to-month,59.82,3022.13,Yes,Fiber optic,51,Yes,Electronic check,No,58.12,4063.71
3751,36,Female,One year,94.8,1266.62,Yes,DSL,14,Yes,Credit card,No,84.44,1782.27
3752,49,Male,Month-to-month,26.94,204.71,Yes,Fiber optic,14,Yes,Electronic check,No,13.65,261.15
3753,63,Female,Month-to-month,26.69,1717.57,No,Fiber optic,64,Yes,Electronic check,Yes,26.42,2234.51
3754,38,Male,Month-to-month,55.52,3748.39,Yes,Fiber optic,67,Yes,Credit card,Yes,55.12,4712.96
3755,34,Male,Month-to-month,113.14,159.18,Yes,Fiber optic,2,Yes,Credit card,No,53.06,236.8
3756,18,Male,One year,72.07,1045.64,No,Fiber optic,13,No,Bank transfer,No,74.69,1349.56
3757,46,Male,Month-to-month,78.69,271.17,No,DSL,4,Yes,Bank transfer,Yes,54.23,311.98
3758,75,Female,Month-to-month,78.34,563.02,No,Fiber optic,8,Yes,Electronic check,No,62.56,625.82
3759,49,Female,Month-to-month,103.28,52.65,No,No,0,Yes,Credit card,Yes,52.65,74.18
3760,44,Male,Month-to-month,51.69,1344.84,No,DSL,29,Yes,Mailed check,Yes,44.83,1773.94
3761,49,Female,Month-to-month,90.65,6436.07,No,Fiber optic,70,Yes,Electronic check,No,90.65,7086.81
3762,44,Female,Month-to-month,45.07,816.18,Yes,DSL,19,Yes,Electronic check,Yes,40.81,1022.68
3763,32,Male,One year,129.5,2170.9,No,Fiber optic,16,Yes,Electronic check,No,127.7,3181.71
3764,57,Male,Month-to-month,45.99,2980.09,No,Fiber optic,62,Yes,Electronic check,Yes,47.3,4407.85
3765,48,Female,Month-to-month,43.53,1369.86,Yes,DSL,30,Yes,Electronic check,No,44.19,1536.2
3766,45,Female,Month-to-month,86.49,1475.62,Yes,DSL,18,Yes,Electronic check,No,77.66,1696.04
3767,30,Female,Month-to-month,72.39,4290.93,Yes,Fiber optic,61,Yes,Electronic check,Yes,69.21,4728.38
3768,64,Male,Month-to-month,79.81,335.43,Yes,Fiber optic,6,Yes,Electronic check,No,47.92,485.52
3769,54,Female,Two year,76.82,2491.69,Yes,DSL,31,Yes,Electronic check,No,77.87,2811.51
3770,36,Male,Two year,37.29,2298.39,Yes,No,62,Yes,Electronic check,No,36.48,2627.43
3771,60,Male,Month-to-month,118.4,768.88,Yes,Fiber optic,7,Yes,Electronic check,Yes,96.11,915.78
3772,37,Female,Month-to-month,96.81,5407.94,No,DSL,56,Yes,Electronic check,No,94.88,7932.91
3773,33,Male,Month-to-month,110.77,3098.81,Yes,No,27,Yes,Mailed check,Yes,110.67,4261.78
3774,33,Male,Month-to-month,54.15,944.28,No,DSL,16,Yes,Mailed check,No,55.55,1271.7
3775,18,Male,One year,82.5,1776.26,No,DSL,21,Yes,Electronic check,No,80.74,2511.39
3776,52,Male,One year,75.92,1658.13,No,No,21,Yes,Electronic check,No,75.37,2283.77
3777,18,Female,Two year,103.84,3756.26,Yes,DSL,36,No,Credit card,No,101.52,5252.64
3778,26,Male,Month-to-month,104.81,554.25,No,No,5,Yes,Mailed check,Yes,92.37,626.0
3779,18,Male,Month-to-month,75.79,855.81,No,No,11,Yes,Bank transfer,No,71.32,1143.28
3780,43,Male,One year,24.46,391.38,Yes,Fiber optic,16,Yes,Bank transfer,No,23.02,548.43
3781,42,Male,One year,123.39,2172.96,No,DSL,17,No,Electronic check,Yes,120.72,2881.92
3782,40,Female,Two year,86.68,5496.94,Yes,DSL,63,Yes,Mailed check,No,85.89,6072.57
3783,29,Male,Month-to-month,51.75,3327.22,Yes,DSL,66,Yes,Bank transfer,No,49.66,3940.92
3784,27,Female,Month-to-month,82.2,5149.06,No,No,62,Yes,Electronic check,No,81.73,7647.17
3785,51,Male,Month-to-month,24.67,986.75,No,Fiber optic,39,Yes,Bank transfer,No,24.67,1363.56
3786,36,Male,Month-to-month,101.66,3110.96,No,DSL,30,Yes,Bank transfer,No,100.35,4278.82
3787,49,Female,Month-to-month,25.86,920.67,No,Fiber optic,36,Yes,Electronic check,No,24.88,1255.89
3788,31,Female,One year,63.37,905.05,Yes,DSL,13,No,Electronic check,No,64.65,1041.82
3789,47,Male,Month-to-month,77.33,225.86,Yes,DSL,3,Yes,Electronic check,No,56.47,248.81
3790,64,Female,Month-to-month,101.17,2601.52,Yes,DSL,25,Yes,Electronic check,Yes,100.06,3320.22
3791,53,Male,One year,73.2,1125.49,No,Fiber optic,16,No,Electronic check,No,66.21,1438.08
3792,38,Female,Month-to-month,89.05,3345.13,No,DSL,38,Yes,Electronic check,No,85.77,4765.88
3793,48,Female,Two year,69.15,3172.18,Yes,Fiber optic,45,No,Electronic check,No,68.96,3719.78
3794,41,Female,Month-to-month,69.03,3625.65,No,DSL,53,Yes,Credit card,Yes,67.14,4387.19
3795,45,Female,Month-to-month,72.56,2905.46,Yes,Fiber optic,37,Yes,Bank transfer,No,76.46,3286.94
3796,40,Male,Two year,64.33,1986.49,Yes,Fiber optic,30,No,Mailed check,No,64.08,2502.88
3797,42,Female,Two year,20.0,942.49,Yes,DSL,47,No,Electronic check,No,19.64,1133.25
3798,48,Male,Month-to-month,46.95,1255.75,No,Fiber optic,25,Yes,Electronic check,No,48.3,1513.37
3799,30,Male,One year,77.34,880.05,No,Fiber optic,12,Yes,Bank transfer,No,67.7,1057.49
3800,29,Male,Month-to-month,62.53,3843.88,Yes,DSL,60,Yes,Electronic check,No,63.01,4584.24
3801,24,Male,Month-to-month,65.33,4401.02,No,Fiber optic,66,Yes,Electronic check,Yes,65.69,5404.09
3802,20,Female,Month-to-month,60.3,1391.64,No,Fiber optic,21,Yes,Credit card,No,63.26,1829.56
3803,26,Female,Month-to-month,44.09,661.39,Yes,Fiber optic,16,Yes,Electronic check,No,38.91,843.33
3804,47,Female,One year,55.21,650.62,No,Fiber optic,14,Yes,Electronic check,No,43.37,732.2
3805,31,Male,One year,60.8,790.12,No,No,14,Yes,Credit card,No,52.67,1003.72
3806,52,Male,Two year,70.15,1936.16,Yes,Fiber optic,28,Yes,Electronic check,No,66.76,2785.18
3807,45,Female,One year,81.8,1311.94,No,DSL,14,No,Bank transfer,No,87.46,1495.98
3808,18,Male,Month-to-month,64.58,4094.51,No,No,60,Yes,Credit card,Yes,67.12,6050.64
3809,54,Female,One year,39.11,582.01,Yes,Fiber optic,14,Yes,Electronic check,No,38.8,712.05
3810,57,Female,Two year,28.06,1375.76,Yes,No,49,Yes,Credit card,No,27.52,1521.33
3811,30,Female,One year,147.92,2775.55,Yes,DSL,19,No,Mailed check,No,138.78,3334.16
3812,51,Female,One year,36.11,515.74,No,Fiber optic,12,Yes,Credit card,No,39.67,581.68
3813,32,Female,Two year,54.44,2015.42,Yes,Fiber optic,33,No,Electronic check,No,59.28,2673.56
3814,46,Male,Month-to-month,85.51,2743.89,Yes,Fiber optic,30,Yes,Credit card,Yes,88.51,3365.46
3815,26,Female,One year,80.83,1487.84,No,No,17,No,Bank transfer,No,82.66,2116.82
3816,18,Male,Two year,85.63,3023.61,Yes,Fiber optic,34,No,Bank transfer,No,86.39,4212.04
3817,39,Male,Two year,56.72,3656.5,Yes,Fiber optic,63,No,Credit card,No,57.13,4707.51
3818,43,Male,Month-to-month,77.16,72.43,No,Fiber optic,1,Yes,Mailed check,No,36.21,95.91
3819,39,Female,Month-to-month,71.84,4236.76,Yes,DSL,60,Yes,Electronic check,Yes,69.46,5692.13
3820,27,Male,One year,60.64,1028.73,Yes,Fiber optic,17,No,Electronic check,Yes,57.15,1243.0
3821,39,Male,Month-to-month,77.36,3755.62,No,DSL,48,Yes,Electronic check,No,76.65,4340.56
3822,49,Male,One year,101.66,1074.57,No,DSL,12,Yes,Bank transfer,No,82.66,1343.86
3823,44,Female,Month-to-month,69.33,747.38,No,DSL,11,Yes,Credit card,No,62.28,850.47
3824,47,Female,Month-to-month,69.53,3880.82,No,Fiber optic,57,Yes,Mailed check,No,66.91,4757.67
3825,34,Female,Month-to-month,102.04,611.61,No,Fiber optic,5,Yes,Mailed check,Yes,101.93,807.96
3826,62,Female,Month-to-month,98.84,4195.18,No,Fiber optic,43,Yes,Bank transfer,Yes,95.35,5521.05
3827,27,Male,Month-to-month,117.52,5438.65,Yes,Fiber optic,46,Yes,Electronic check,No,115.72,6244.91
3828,52,Male,Month-to-month,20.0,370.0,No,Fiber optic,22,Yes,Bank transfer,No,16.09,408.23
3829,62,Female,Month-to-month,97.15,2588.61,No,DSL,25,Yes,Electronic check,No,99.56,2939.57
3830,52,Male,Month-to-month,88.05,358.21,No,No,6,Yes,Electronic check,Yes,51.17,399.21
3831,41,Male,Month-to-month,43.43,1393.93,No,DSL,31,Yes,Bank transfer,Yes,43.56,1756.61
3832,37,Male,Month-to-month,77.55,2353.8,No,No,32,Yes,Electronic check,No,71.33,2956.14
3833,60,Male,Month-to-month,101.53,1878.21,No,Fiber optic,19,Yes,Electronic check,Yes,93.91,2247.55
3834,23,Male,One year,45.13,562.12,No,DSL,12,Yes,Bank transfer,No,43.24,666.78
3835,30,Female,Month-to-month,83.28,4272.66,No,Fiber optic,51,Yes,Mailed check,No,82.17,5377.43
3836,39,Male,Month-to-month,96.14,3964.69,No,DSL,41,Yes,Mailed check,No,94.4,4498.46
3837,63,Female,One year,37.87,545.35,No,DSL,14,Yes,Credit card,No,36.36,646.63
3838,50,Male,Month-to-month,65.73,4011.16,Yes,Fiber optic,62,Yes,Bank transfer,Yes,63.67,5063.2
3839,30,Male,Two year,79.03,4804.37,Yes,Fiber optic,61,Yes,Mailed check,No,77.49,5467.04
3840,40,Male,One year,46.12,879.37,No,DSL,19,Yes,Electronic check,Yes,43.97,1263.06
3841,35,Female,Month-to-month,43.63,2157.18,No,Fiber optic,49,Yes,Bank transfer,Yes,43.14,2956.22
3842,34,Male,Month-to-month,65.95,2169.74,No,No,33,Yes,Electronic check,No,63.82,2719.22
3843,59,Female,Month-to-month,94.05,4775.42,Yes,Fiber optic,50,Yes,Mailed check,Yes,93.64,5540.25
3844,24,Female,Month-to-month,89.31,813.15,No,DSL,9,Yes,Electronic check,No,81.31,957.62
3845,69,Female,Month-to-month,44.16,1124.07,No,DSL,25,Yes,Electronic check,Yes,43.23,1290.48
3846,57,Male,Month-to-month,89.57,2738.25,No,DSL,31,Yes,Mailed check,Yes,85.57,3187.42
3847,61,Male,One year,44.92,658.43,No,Fiber optic,17,No,Bank transfer,No,36.58,835.55
3848,38,Male,Month-to-month,21.69,1338.79,Yes,Fiber optic,61,Yes,Electronic check,Yes,21.59,1604.23
3849,42,Female,Month-to-month,58.99,769.59,No,Fiber optic,11,Yes,Mailed check,No,64.13,1118.85
3850,23,Male,One year,103.69,1599.72,No,DSL,15,No,Mailed check,No,99.98,2374.58
3851,37,Female,Month-to-month,89.68,2877.65,No,DSL,33,Yes,Bank transfer,Yes,84.64,3961.22
3852,52,Female,Month-to-month,69.95,4908.22,No,No,69,Yes,Electronic check,No,70.12,6986.87
3853,64,Male,Month-to-month,57.5,1461.46,Yes,Fiber optic,26,Yes,Mailed check,Yes,54.13,1756.74
3854,28,Male,Month-to-month,58.31,479.62,Yes,No,7,Yes,Electronic check,Yes,59.95,655.16
3855,39,Female,Two year,73.26,2454.08,Yes,No,34,Yes,Electronic check,No,70.12,2756.42
3856,42,Male,Month-to-month,37.95,984.0,Yes,No,25,Yes,Mailed check,No,37.85,1460.34
3857,24,Male,Month-to-month,59.56,3283.33,No,DSL,56,Yes,Electronic check,No,57.6,4491.87
3858,53,Female,Month-to-month,63.53,331.89,No,DSL,6,Yes,Mailed check,No,47.41,407.15
3859,34,Male,Month-to-month,29.47,580.07,No,DSL,25,Yes,Credit card,No,22.31,817.44
3860,42,Female,Month-to-month,44.85,2652.31,No,No,58,Yes,Bank transfer,Yes,44.95,2934.3
3861,38,Female,One year,82.32,1354.06,No,Fiber optic,16,No,Bank transfer,No,79.65,1693.24
3862,33,Female,Two year,70.29,5032.9,Yes,Fiber optic,71,No,Mailed check,No,69.9,7339.3
3863,44,Male,Month-to-month,60.74,2092.6,No,No,34,Yes,Credit card,No,59.79,2522.16
3864,41,Male,Month-to-month,42.66,1160.83,Yes,No,29,Yes,Electronic check,No,38.69,1587.05
3865,39,Female,One year,117.31,2560.01,Yes,Fiber optic,21,Yes,Mailed check,Yes,116.36,3184.75
3866,34,Male,Month-to-month,44.86,1131.07,No,DSL,23,Yes,Mailed check,No,47.13,1421.7
3867,49,Male,Month-to-month,77.55,2170.06,No,DSL,29,Yes,Credit card,No,72.34,3034.56
3868,69,Male,Month-to-month,55.36,2987.5,Yes,Fiber optic,53,Yes,Electronic check,Yes,55.32,4373.95
3869,47,Male,Month-to-month,71.09,4779.33,No,No,66,Yes,Electronic check,No,71.33,5575.99
3870,59,Male,Month-to-month,83.73,2548.57,No,No,31,Yes,Credit card,No,79.64,3085.7
3871,24,Female,One year,28.89,374.89,No,DSL,14,No,Electronic check,Yes,24.99,485.52
3872,47,Male,One year,69.8,1589.04,Yes,DSL,22,Yes,Electronic check,No,69.09,2138.1
3873,28,Male,Month-to-month,105.72,4712.17,Yes,Fiber optic,46,Yes,Mailed check,No,100.26,6065.11
3874,22,Female,Month-to-month,122.85,5419.18,No,Fiber optic,45,Yes,Mailed check,Yes,117.81,7707.21
3875,33,Female,Two year,66.1,3404.3,Yes,DSL,53,Yes,Credit card,No,63.04,4790.66
3876,62,Male,Month-to-month,71.25,4095.39,No,Fiber optic,60,Yes,Mailed check,No,67.14,5168.79
3877,59,Male,Two year,136.34,3789.67,Yes,No,27,No,Mailed check,No,135.35,4230.2
3878,48,Female,Month-to-month,104.05,6252.15,No,No,62,Yes,Electronic check,Yes,99.24,7363.77
3879,22,Female,Month-to-month,51.48,394.68,No,Fiber optic,7,Yes,Mailed check,No,49.34,511.03
3880,42,Female,Month-to-month,51.43,1778.37,No,Fiber optic,33,Yes,Electronic check,No,52.31,2616.0
3881,49,Female,Two year,98.7,2438.05,Yes,DSL,25,Yes,Electronic check,No,93.77,3235.36
3882,47,Male,Month-to-month,39.67,1638.93,Yes,Fiber optic,43,Yes,Credit card,Yes,37.25,2150.53
3883,18,Female,Month-to-month,102.63,4333.82,No,DSL,42,Yes,Electronic check,Yes,100.79,6022.22
3884,31,Male,Month-to-month,80.03,3921.6,No,DSL,49,Yes,Bank transfer,Yes,78.43,4552.66
3885,44,Female,Two year,85.53,3179.49,Yes,DSL,36,Yes,Credit card,No,85.93,3684.29
3886,53,Female,Two year,62.3,3599.62,Yes,Fiber optic,62,No,Electronic check,No,57.14,4456.9
3887,18,Female,Two year,51.11,1952.34,Yes,No,40,No,Electronic check,No,47.62,2924.49
3888,42,Male,Two year,113.86,5293.71,Yes,No,46,Yes,Mailed check,No,112.63,7677.87
3889,47,Male,Month-to-month,62.6,67.64,No,Fiber optic,1,Yes,Electronic check,No,33.82,92.81
3890,57,Female,Month-to-month,57.67,2324.41,Yes,Fiber optic,39,Yes,Bank transfer,No,58.11,2920.53
3891,55,Female,Month-to-month,67.6,1513.31,No,DSL,22,Yes,Electronic check,No,65.8,2000.4
3892,53,Female,Month-to-month,75.79,4382.38,No,Fiber optic,58,Yes,Credit card,No,74.28,5352.74
3893,33,Male,One year,39.08,829.43,No,Fiber optic,22,Yes,Credit card,No,36.06,1136.08
3894,18,Male,Two year,53.05,3840.17,Yes,Fiber optic,68,No,Credit card,No,55.65,4867.56
3895,39,Female,Month-to-month,51.46,1491.43,No,DSL,26,Yes,Electronic check,Yes,55.24,1712.29
3896,60,Male,One year,95.36,1670.64,Yes,Fiber optic,17,Yes,Electronic check,No,92.81,1981.44
3897,65,Female,Two year,43.42,1440.74,Yes,DSL,33,No,Electronic check,Yes,42.37,1935.61
3898,55,Male,Month-to-month,20.0,1393.81,No,DSL,67,Yes,Bank transfer,Yes,20.5,1920.43
3899,51,Female,Month-to-month,20.0,1502.68,No,Fiber optic,71,Yes,Electronic check,No,20.87,1710.67
3900,50,Female,Month-to-month,25.89,1828.2,No,DSL,69,Yes,Credit card,No,26.12,2602.14
3901,36,Female,Month-to-month,110.85,2806.86,Yes,Fiber optic,26,Yes,Mailed check,Yes,103.96,4013.08
3902,43,Male,Month-to-month,70.49,3420.82,No,Fiber optic,46,Yes,Mailed check,No,72.78,4752.31
3903,70,Female,Month-to-month,85.04,3341.08,No,DSL,39,Yes,Mailed check,Yes,83.53,4588.76
3904,30,Male,Month-to-month,86.09,2439.85,No,No,26,Yes,Mailed check,No,90.36,2910.13
3905,69,Female,Two year,71.69,2599.39,Yes,No,36,No,Electronic check,No,70.25,3815.52
3906,40,Male,Month-to-month,67.76,1466.08,Yes,DSL,22,Yes,Electronic check,No,63.74,1770.19
3907,64,Male,Month-to-month,101.34,6522.57,No,Fiber optic,63,Yes,Mailed check,Yes,101.92,7650.99
3908,23,Male,Two year,74.38,4864.81,Yes,Fiber optic,65,No,Bank transfer,No,73.71,6593.83
3909,53,Male,Month-to-month,111.97,6731.72,Yes,Fiber optic,60,Yes,Electronic check,No,110.36,8385.31
3910,33,Female,Month-to-month,88.62,3690.83,No,No,43,Yes,Credit card,No,83.88,5437.38
3911,23,Male,One year,51.47,940.95,No,DSL,17,Yes,Credit card,No,52.27,1208.27
3912,48,Female,Month-to-month,55.09,1382.9,No,Fiber optic,26,Yes,Electronic check,No,51.22,1611.76
3913,60,Female,One year,48.18,774.21,No,No,17,Yes,Mailed check,No,43.01,1148.17
3914,32,Male,Month-to-month,106.53,1655.37,No,Fiber optic,16,Yes,Electronic check,No,97.37,2162.2
3915,22,Female,Month-to-month,57.85,2126.45,Yes,DSL,36,Yes,Electronic check,No,57.47,2780.17
3916,43,Male,Month-to-month,46.05,1365.97,No,DSL,33,Yes,Credit card,No,40.18,1713.37
3917,43,Male,Month-to-month,79.59,2764.68,No,DSL,35,Yes,Credit card,Yes,76.8,3965.65
3918,53,Male,One year,67.08,1439.73,No,DSL,20,No,Mailed check,No,68.56,1749.35
3919,59,Female,One year,78.84,1531.01,No,Fiber optic,21,Yes,Credit card,No,69.59,1692.51
3920,44,Male,Two year,126.69,7872.34,Yes,DSL,62,Yes,Bank transfer,No,124.96,10225.47
3921,72,Female,One year,97.39,2079.49,Yes,DSL,22,Yes,Mailed check,No,90.41,3057.58
3922,48,Female,Month-to-month,70.81,596.92,No,Fiber optic,9,Yes,Mailed check,No,59.69,721.86
3923,39,Female,One year,27.75,692.71,Yes,No,19,Yes,Electronic check,Yes,34.64,835.77
3924,20,Male,One year,55.0,769.97,No,No,17,Yes,Electronic check,Yes,42.78,1074.29
3925,41,Female,One year,91.33,1263.87,No,DSL,13,No,Mailed check,No,90.28,1782.33
3926,39,Female,One year,34.87,475.24,No,Fiber optic,15,Yes,Mailed check,Yes,29.7,605.56
3927,59,Female,Month-to-month,134.23,7598.29,No,No,57,Yes,Mailed check,Yes,131.01,10891.83
3928,51,Female,Month-to-month,70.43,3480.9,No,No,51,Yes,Bank transfer,No,66.94,4068.38
3929,27,Female,One year,71.47,1290.3,No,No,17,No,Electronic check,Yes,71.68,1608.76
3930,47,Male,Month-to-month,50.0,780.87,No,Fiber optic,16,Yes,Electronic check,No,45.93,985.23
3931,55,Male,Month-to-month,84.9,2430.39,No,DSL,29,Yes,Mailed check,No,81.01,2977.52
3932,67,Male,One year,35.26,716.18,Yes,DSL,20,Yes,Electronic check,Yes,34.1,850.18
3933,58,Male,Month-to-month,134.95,4841.06,No,Fiber optic,36,Yes,Credit card,No,130.84,5979.96
3934,56,Male,Month-to-month,109.52,238.01,No,DSL,4,Yes,Bank transfer,No,47.6,263.53
3935,45,Male,Month-to-month,99.53,2439.14,No,No,25,Yes,Electronic check,Yes,93.81,3369.28
3936,50,Male,One year,28.29,711.86,No,Fiber optic,22,Yes,Bank transfer,No,30.95,977.8
3937,63,Female,Month-to-month,76.16,0.0,No,No,0,Yes,Mailed check,No,0.0,0.0
3938,25,Male,One year,106.27,1272.55,No,Fiber optic,13,Yes,Mailed check,No,90.9,1564.18
3939,39,Female,Month-to-month,87.79,6102.84,No,Fiber optic,70,Yes,Credit card,Yes,85.96,7772.81
3940,33,Male,Month-to-month,39.94,2443.45,Yes,DSL,63,Yes,Bank transfer,Yes,38.18,3603.13
3941,50,Female,Month-to-month,50.5,1158.65,Yes,DSL,23,Yes,Credit card,Yes,48.28,1554.24
3942,63,Female,One year,56.44,850.2,Yes,Fiber optic,17,Yes,Credit card,No,47.23,1183.95
3943,36,Male,Month-to-month,51.9,2556.06,No,No,50,Yes,Electronic check,No,50.12,3046.33
3944,18,Male,Two year,115.86,7526.32,Yes,No,65,Yes,Electronic check,No,114.04,8564.22
3945,38,Male,Two year,20.0,1104.89,Yes,DSL,52,Yes,Mailed check,No,20.85,1252.15
3946,58,Male,One year,89.68,2007.71,No,DSL,21,Yes,Bank transfer,No,91.26,2587.55
3947,53,Female,Two year,31.23,1191.85,Yes,DSL,39,No,Credit card,No,29.8,1652.71
3948,51,Female,Month-to-month,41.16,2041.12,No,DSL,45,Yes,Bank transfer,No,44.37,2877.26
3949,40,Male,Month-to-month,20.0,1321.61,Yes,No,67,Yes,Mailed check,Yes,19.44,1834.61
3950,25,Male,One year,53.53,1260.51,No,DSL,22,Yes,Bank transfer,Yes,54.8,1846.78
3951,52,Male,One year,115.32,2614.91,No,Fiber optic,21,Yes,Bank transfer,No,118.86,2930.8
3952,32,Male,Two year,77.94,2040.49,Yes,Fiber optic,26,No,Electronic check,No,75.57,2942.67
3953,77,Female,One year,34.05,577.68,No,Fiber optic,21,Yes,Electronic check,No,26.26,788.11
3954,53,Male,Two year,100.51,5939.44,Yes,Fiber optic,59,No,Bank transfer,Yes,98.99,6950.38
